NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
374,광주광역시 동구 학동,1022,1022,0,무등산아이파크,84.8412,202405,13,"60,000",-,29,개인,개인,2017,남문로753번길 20,-,중개거래,광주 동구,-
375,광주광역시 동구 학동,898-4,898,4,백화,40.5,202404,19,"7,700",-,12,개인,개인,1992,천변우로 603,-,중개거래,광주 동구,-
376,광주광역시 동구 학동,1022,1022,0,무등산아이파크,84.8412,202403,2,"60,000",-,13,개인,개인,2017,남문로753번길 20,20240521,중개거래,광주 동구,-
377,광주광역시 동구 학동,1022,1022,0,무등산아이파크,59.9066,202405,10,"49,000",-,13,개인,개인,2017,남문로753번길 20,-,중개거래,광주 동구,-
378,광주광역시 동구 학동,1022,1022,0,무등산아이파크,117.9841,202405,22,"95,000",-,8,개인,개인,2017,남문로753번길 20,-,직거래,-,-
379,광주광역시 동구 학동,1022,1022,0,무등산아이파크,84.8412,202405,4,"59,500",-,17,개인,개인,2017,남문로753번길 20,-,중개거래,광주 동구,-
380,광주광역시 동구 학동,1012,1012,0,무등산리버파크,84.98,202405,16,"37,500",-,21,개인,개인,2011,남문로693번길 11,-,중개거래,광주 동구,-
381,광주광역시 동구 학동,1012,1012,0,무등산리버파크,74.96,202401,19,"31,500",208,2,개인,개인,2011,남문로693번길 11,-,중개거래,광주 동구,24.05.22
382,광주광역시 동구 학동,1012,1012,0,무등산리버파크,84.96,202402,14,"35,000",208,13,개인,개인,2011,남문로693번길 11,-,중개거래,광주 동구,24.05.22
383,광주광역시 동구 학동,270,270,0,현대,59.36,202405,13,"15,300",-,11,개인,개인,1998,증심천로89번길 16,-,중개거래,광주 동구,-
384,광주광역시 동구 학동,676-1,676,1,아남,59.76,202405,9,"13,000",101,11,개인,개인,1994,의재로 23-8,-,직거래,-,24.05.22
385,광주광역시 동구 학동,898-4,898,4,백화,50.22,202401,10,"10,000",101,3,개인,개인,1992,천변우로 603,-,직거래,-,24.01.11
386,광주광역시 동구 학동,768,768,0,평화맨션,84.51,202401,26,"24,500",2,13,개인,개인,1984,학소로 125,-,직거래,-,24.01.26
387,광주광역시 동구 월남동,638,638,0,월남호반베르디움2차,78.2705,202405,9,"27,800",-,10,개인,개인,2016,남문로 307,-,중개거래,광주 동구,-
388,광주광역시 동구 월남동,638,638,0,월남호반베르디움2차,78.2705,202401,9,"30,500",201,17,개인,개인,2016,남문로 307,-,중개거래,광주 동구,24.02.15
389,광주광역시 동구 월남동,638,638,0,월남호반베르디움2차,59.9963,202401,13,"24,800",210,9,개인,개인,2016,남문로 307,-,중개거래,광주 동구,24.02.26
390,광주광역시 동구 월남동,638,638,0,월남호반베르디움2차,78.2705,202401,22,"28,500",211,20,개인,개인,2016,남문로 307,-,중개거래,"광주 광산구, 광주 동구",24.02.13
391,광주광역시 동구 월남동,638,638,0,월남호반베르디움2차,78.2705,202401,27,"26,200",203,2,개인,개인,2016,남문로 307,-,중개거래,"광주 남구, 광주 동구",24.02.29
392,광주광역시 동구 월남동,638,638,0,월남호반베르디움2차,78.2705,202402,17,"28,700",-,20,개인,개인,2016,남문로 307,-,중개거래,광주 동구,-
393,광주광역시 동구 월남동,638,638,0,월남호반베르디움2차,78.2705,202402,24,"28,800",201,3,개인,개인,2016,남문로 307,-,중개거래,광주 동구,24.03.29
394,광주광역시 동구 월남동,638,638,0,월남호반베르디움2차,59.9963,202403,15,"20,000",210,4,개인,개인,2016,남문로 307,-,직거래,-,24.03.21
395,광주광역시 동구 월남동,638,638,0,월남호반베르디움2차,59.9963,202404,5,"24,700",-,17,개인,개인,2016,남문로 307,-,중개거래,광주 동구,-
396,광주광역시 동구 월남동,638,638,0,월남호반베르디움2차,59.9711,202404,15,"22,000",-,15,개인,개인,2016,남문로 307,-,중개거래,광주 동구,-
397,광주광역시 동구 월남동,638,638,0,월남호반베르디움2차,78.2705,202404,20,"28,500",203,14,개인,개인,2016,남문로 307,-,중개거래,광주 동구,24.05.07
398,광주광역시 동구 월남동,638,638,0,월남호반베르디움2차,59.9963,202401,19,"24,300",-,11,개인,개인,2016,남문로 307,-,중개거래,광주 동구,-
399,광주광역시 동구 선교동,488,488,0,선교2차우방아이유쉘리포레,59.9702,202402,27,"23,854",203동,6,개인,개인,2023,선교로 38-33,-,중개거래,광주 동구,24.03.29
400,광주광역시 동구 선교동,488,488,0,선교2차우방아이유쉘리포레,59.9702,202404,15,"23,360",-,3,개인,개인,2023,선교로 38-33,-,중개거래,광주 동구,-
401,광주광역시 동구 선교동,488,488,0,선교2차우방아이유쉘리포레,84.879,202404,22,"32,000",-,5,개인,개인,2023,선교로 38-33,-,중개거래,광주 동구,-
402,광주광역시 동구 선교동,488,488,0,선교2차우방아이유쉘리포레,59.9314,202402,2,"23,460",202동,17,개인,개인,2023,선교로 38-33,-,중개거래,광주 동구,24.02.26
403,광주광역시 동구 선교동,488,488,0,선교2차우방아이유쉘리포레,84.879,202405,6,"35,000",205동,19,개인,개인,2023,선교로 38-33,-,중개거래,광주 서구,24.05.17
404,광주광역시 동구 선교동,488,488,0,선교2차우방아이유쉘리포레,59.9314,202405,23,"24,800",-,20,개인,개인,2023,선교로 38-33,-,중개거래,광주 동구,-
405,광주광역시 동구 용산동,270-4,270,4,다보애주상복합APT,71.728,202404,4,"18,300",-,11,개인,개인,2016,남문로 555,-,중개거래,광주 동구,-
406,광주광역시 동구 용산동,636-31,636,31,한국,59.88,202403,24,"12,500",101,15,개인,개인,1997,화산로 352,-,중개거래,광주 동구,24.04.29
407,광주광역시 동구 용산동,663,663,0,용산지구모아엘가에듀파크,84.9024,202405,3,"45,000",-,25,개인,개인,2019,용산3길 17,-,중개거래,광주 동구,-
408,광주광역시 동구 용산동,662,662,0,광주용산지구2BL계룡리슈빌더포레스트아파트,76.4323,202405,11,"40,000",-,8,개인,개인,2019,용산1길 2,-,중개거래,"광주 동구, 광주 북구",-
409,광주광역시 동구 용산동,662,662,0,광주용산지구2BL계룡리슈빌더포레스트아파트,76.5319,202401,13,"40,500",-,6,개인,개인,2019,용산1길 2,-,중개거래,광주 동구,-
410,광주광역시 동구 용산동,662,662,0,광주용산지구2BL계룡리슈빌더포레스트아파트,106.6583,202401,13,"61,000",110동,4,개인,개인,2019,용산1길 2,-,중개거래,광주 남구,24.02.23
411,광주광역시 동구 용산동,산39-9,39,9,일광맨션,59.76,202401,18,"7,800",-,5,개인,개인,1987,천변좌로 714-11,-,중개거래,광주 동구,24.02.16
412,광주광역시 동구 용산동,636-31,636,31,한국,59.91,202401,20,"13,000",101,10,개인,개인,1997,화산로 352,-,중개거래,광주 동구,24.01.22
413,광주광역시 동구 용산동,산39-9,39,9,일광맨션,59.76,202401,24,"8,000",-,5,개인,개인,1987,천변좌로 714-11,-,직거래,-,24.01.25
414,광주광역시 동구 용산동,662,662,0,광주용산지구2BL계룡리슈빌더포레스트아파트,84.9265,202402,12,"49,500",104동,17,개인,개인,2019,용산1길 2,-,중개거래,광주 동구,24.03.08
415,광주광역시 동구 용산동,산39-9,39,9,일광맨션,58.32,202402,15,"7,000",-,2,개인,개인,1987,천변좌로 714-11,-,중개거래,광주 동구,24.02.19
416,광주광역시 동구 용산동,662,662,0,광주용산지구2BL계룡리슈빌더포레스트아파트,84.9717,202402,17,"50,000",104동,14,개인,개인,2019,용산1길 2,-,중개거래,광주 동구,24.03.12
417,광주광역시 동구 용산동,270-4,270,4,다보애주상복합APT,71.728,202402,19,"17,800",주건축물제1동,9,개인,개인,2016,남문로 555,-,중개거래,광주 동구,24.03.29
418,광주광역시 동구 용산동,662,662,0,광주용산지구2BL계룡리슈빌더포레스트아파트,84.9512,202402,23,"49,500",102동,16,개인,개인,2019,용산1길 2,-,중개거래,광주 동구,24.04.05
419,광주광역시 동구 용산동,663,663,0,용산지구모아엘가에듀파크,84.9024,202402,24,"49,000",301동,9,개인,개인,2019,용산3길 17,-,중개거래,광주 동구,24.04.12
420,광주광역시 동구 용산동,636-31,636,31,한국,59.88,202403,19,"13,000",101,5,개인,개인,1997,화산로 352,-,직거래,-,24.03.19
421,광주광역시 동구 용산동,147-1,147,1,호반맨션,59.96,202404,10,"9,000",-,6,개인,개인,1991,화산로 328-6,-,중개거래,광주 남구,24.04.15
422,광주광역시 동구 용산동,747,747,0,무등산골드클래스2차,84.1119,202403,22,"52,000",-,3,개인,개인,2022,남문로 589,-,중개거래,광주 동구,-
423,광주광역시 동구 용산동,662,662,0,광주용산지구2BL계룡리슈빌더포레스트아파트,84.9717,202404,1,"49,500",-,12,개인,개인,2019,용산1길 2,-,중개거래,"광주 남구, 광주 동구",-
424,광주광역시 동구 용산동,747,747,0,무등산골드클래스2차,84.1119,202404,4,"55,800",-,12,개인,개인,2022,남문로 589,-,중개거래,광주 동구,-
425,광주광역시 동구 용산동,663,663,0,용산지구모아엘가에듀파크,84.9024,202404,4,"45,500",303동,6,개인,개인,2019,용산3길 17,-,중개거래,광주 동구,24.05.03
426,광주광역시 동구 용산동,270-4,270,4,다보애주상복합APT,73.384,202404,11,"18,200",주건축물제1동,12,개인,개인,2016,남문로 555,-,중개거래,광주 동구,24.05.10
427,광주광역시 동구 용산동,177,177,0,동산타워,84.99,202404,15,"16,300",-,21,개인,개인,1991,화산로350번길 18,-,중개거래,광주 동구,-
428,광주광역시 동구 용산동,663,663,0,용산지구모아엘가에듀파크,84.9024,202404,19,"48,000",-,19,개인,개인,2019,용산3길 17,-,중개거래,"광주 동구, 광주 북구",-
429,광주광역시 동구 용산동,747,747,0,무등산골드클래스2차,84.1119,202404,24,"51,000",-,3,개인,개인,2022,남문로 589,-,직거래,-,-
430,광주광역시 동구 용산동,147-1,147,1,호반맨션,59.04,202404,7,"9,500",-,13,개인,개인,1991,화산로 328-6,-,중개거래,광주 동구,24.05.13
431,광주광역시 동구 용산동,663,663,0,용산지구모아엘가에듀파크,84.9024,202405,15,"46,000",-,11,개인,개인,2019,용산3길 17,-,중개거래,광주 동구,-
432,광주광역시 동구 용산동,636-31,636,31,한국,59.91,202405,9,"13,000",101,17,개인,개인,1997,화산로 352,-,직거래,-,24.05.17
433,광주광역시 동구 용산동,662,662,0,광주용산지구2BL계룡리슈빌더포레스트아파트,84.9512,202405,18,"45,800",-,5,개인,개인,2019,용산1길 2,-,중개거래,광주 동구,-
434,광주광역시 동구 용산동,747,747,0,무등산골드클래스2차,84.1119,202405,23,"56,800",-,24,개인,개인,2022,남문로 589,-,중개거래,광주 동구,-
435,광주광역시 동구 충장로4가,14,14,0,충장아트원,17.94,202404,19,"6,000",충장 ARTone,14,개인,개인,2014,중앙로 179,-,중개거래,광주 동구,24.04.24
436,광주광역시 동구 충장로4가,34,34,0,충장고운라피네,49.831,202405,3,"18,000",-,16,개인,개인,2017,충장로58번길 14,-,직거래,-,24.05.07
437,광주광역시 동구 충장로4가,14,14,0,충장아트원,17.94,202405,7,"6,000",충장 ARTone,14,개인,개인,2014,중앙로 179,-,중개거래,광주 동구,24.05.10
438,광주광역시 동구 충장로4가,34,34,0,충장고운라피네,49.831,202401,12,"18,500",-,4,개인,개인,2017,충장로58번길 14,-,중개거래,광주 광산구,24.02.08
439,광주광역시 동구 충장로4가,14,14,0,충장아트원,18,202401,15,"5,000",충장 ARTone,9,개인,개인,2014,중앙로 179,-,중개거래,광주 동구,24.02.15
440,광주광역시 동구 충장로4가,34,34,0,충장고운라피네,49.831,202401,20,"17,700",-,9,개인,개인,2017,충장로58번길 14,-,직거래,-,24.02.29
441,광주광역시 동구 충장로4가,14,14,0,충장아트원,18,202403,10,"5,750",충장 ARTone,13,개인,개인,2014,중앙로 179,-,중개거래,광주 남구,24.03.29
442,광주광역시 동구 충장로4가,34,34,0,충장고운라피네,49.831,202404,11,"17,700",-,11,개인,개인,2017,충장로58번길 14,-,중개거래,광주 북구,-
443,광주광역시 동구 충장로4가,14,14,0,충장아트원,18,202404,17,"5,500",충장 ARTone,8,개인,개인,2014,중앙로 179,-,중개거래,광주 동구,24.04.24
444,광주광역시 동구 충장로4가,14,14,0,충장아트원,18,202404,19,"5,500",충장 ARTone,9,개인,개인,2014,중앙로 179,-,중개거래,광주 동구,24.04.24
445,광주광역시 동구 충장로4가,14,14,0,충장아트원,18,202405,7,"5,500",충장 ARTone,8,개인,개인,2014,중앙로 179,-,중개거래,광주 동구,24.05.14
446,광주광역시 동구 충장로4가,34,34,0,충장고운라피네,49.831,202404,24,"18,100",-,8,개인,개인,2017,충장로58번길 14,-,중개거래,광주 서구,24.05.17
447,광주광역시 동구 충장로4가,14,14,0,충장아트원,17.94,202405,3,"5,500",충장 ARTone,9,개인,법인,2014,중앙로 179,-,중개거래,광주 동구,24.05.22
448,광주광역시 동구 금남로3가,03월 07일,3,7,금남맨션,82.21,202403,20,"12,000",-,6,개인,개인,1977,중앙로196번길 14,-,직거래,-,24.03.25
